Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Final_Exam_Score
12.4,92.0,Low,High,No,5.9,89.5,Medium,Yes,1.0,65.2
23.4,91.1,Medium,High,No,8.3,96.5,Medium,Yes,1.0,82.4
31.8,94.2,Medium,Medium,Yes,8.0,73.8,Medium,Yes,1.0,71.4
23.6,66.0,Medium,High,No,7.5,91.0,Medium,Yes,2.0,66.7
18.3,86.8,High,Medium,Yes,7.0,85.1,Medium,Yes,3.0,66.5
22.9,84.3,Medium,Medium,Yes,6.0,58.7,Medium,Yes,0.0,56.5
25.0,93.9,High,Medium,No,6.6,51.6,Medium,Yes,3.0,64.8
7.6,73.2,High,Medium,No,5.9,96.6,Medium,Yes,0.0,63.4
19.3,78.6,High,Medium,No,5.6,51.3,Medium,Yes,1.0,54.8
29.1,86.7,Medium,Medium,Yes,7.8,96.8,Medium,Yes,2.0,80.8
13.5,79.4,Medium,Medium,Yes,9.1,74.3,Medium,Yes,2.0,59.3
19.3,93.4,Low,Low,Yes,10.0,62.4,Medium,Yes,1.0,57.6
12.7,76.3,High,Medium,Yes,6.3,60.1,Medium,Yes,5.0,51.1
30.8,73.7,Low,High,Yes,8.4,75.1,Medium,Yes,3.0,74.0
19.6,62.0,Medium,Low,Yes,6.1,65.0,Medium,Yes,3.0,46.9
24.7,84.4,Medium,High,Yes,7.0,61.2,Medium,No,4.0,65.2
24.0,67.5,High,High,Yes,8.2,61.9,Medium,Yes,1.0,58.2
22.4,84.0,Medium,Medium,No,6.8,87.5,Medium,Yes,1.0,63.2
22.7,62.8,Medium,High,Yes,8.6,77.0,Medium,Yes,3.0,59.5
10.0,76.1,Medium,Medium,Yes,9.4,99.6,Medium,Yes,2.0,71.8
22.0,95.0,High,Medium,Yes,4.0,65.9,Medium,Yes,2.0,57.5
18.0,81.5,Medium,High,Yes,8.5,73.0,Medium,Yes,1.0,63.3
7.5,96.8,High,Medium,Yes,,85.0,Medium,Yes,0.0,62.0
14.5,66.2,Medium,Medium,No,7.1,96.8,Medium,Yes,2.0,68.1
16.4,95.5,Medium,Low,Yes,6.5,57.0,Medium,Yes,1.0,49.6
22.0,78.4,Medium,Medium,No,8.2,78.5,Medium,No,2.0,57.5
19.1,76.8,Medium,High,No,5.7,69.2,Medium,Yes,0.0,57.6
13.0,82.8,High,Medium,Yes,5.7,64.9,Medium,Yes,1.0,49.4
20.4,70.1,Medium,High,No,7.1,83.9,Medium,Yes,1.0,70.3
16.2,76.1,High,Medium,Yes,8.9,74.5,Medium,Yes,0.0,58.9
31.1,67.8,Low,Low,Yes,6.9,69.2,Medium,Yes,1.0,56.3
23.1,72.5,Medium,Medium,Yes,6.7,70.2,Medium,Yes,0.0,59.5
16.6,71.9,High,High,Yes,7.7,91.7,Medium,Yes,2.0,64.6
18.2,93.4,Medium,High,Yes,7.0,81.4,Medium,Yes,1.0,60.5
24.4,80.3,Medium,Low,Yes,8.1,64.0,Medium,Yes,2.0,57.0
14.1,93.9,High,Medium,No,7.6,88.6,Medium,Yes,2.0,57.1
25.7,93.2,Low,High,Yes,7.3,76.9,Medium,Yes,2.0,73.7
17.1,85.0,Low,High,No,5.8,84.9,Medium,Yes,3.0,71.2
23.2,67.2,Low,Medium,Yes,6.6,89.8,Medium,,2.0,62.1
17.3,70.0,High,Medium,No,8.2,79.7,Medium,Yes,0.0,54.7
15.4,88.8,Low,Low,Yes,8.9,69.1,Medium,Yes,1.0,55.5
16.8,74.1,Medium,Low,No,7.6,87.4,Medium,Yes,1.0,50.3
20.7,71.9,High,Medium,No,4.8,61.4,Medium,Yes,1.0,46.1
19.2,65.3,Low,Medium,Yes,7.8,64.7,Medium,Yes,0.0,49.4
27.7,75.6,High,Medium,No,4.7,66.2,Medium,Yes,3.0,59.9
7.4,62.0,High,High,Yes,7.4,84.4,Medium,No,1.0,59.3
15.3,66.8,Medium,Medium,No,8.4,53.8,Medium,Yes,4.0,49.2
12.9,74.9,High,Medium,Yes,6.1,83.6,Medium,Yes,4.0,57.1
16.9,95.3,Medium,Medium,No,5.6,77.2,Medium,Yes,1.0,60.0
24.6,81.5,Medium,Medium,No,7.8,75.1,Medium,No,0.0,62.2
19.6,74.6,,Medium,Yes,7.1,98.2,Medium,Yes,2.0,71.3
18.5,68.6,Medium,Medium,Yes,6.8,55.7,Medium,Yes,2.0,55.2
17.0,94.5,Low,High,No,5.3,58.0,Medium,Yes,1.0,51.9
14.1,74.2,Medium,Medium,Yes,10.0,90.7,Medium,Yes,0.0,64.2
14.3,97.1,Medium,Medium,Yes,7.5,54.3,Medium,Yes,0.0,51.6
22.6,74.5,Medium,High,Yes,10.0,84.3,Medium,Yes,1.0,71.2
20.3,90.1,Low,High,Yes,6.2,75.5,Medium,Yes,3.0,73.2
25.4,65.2,High,High,No,6.0,65.2,Medium,Yes,3.0,59.0
26.3,63.7,Medium,High,No,8.5,55.3,Medium,Yes,4.0,61.1
17.8,68.1,Medium,Medium,Yes,7.0,55.0,Medium,Yes,2.0,55.8
30.2,77.3,Medium,Medium,Yes,7.8,58.7,Medium,Yes,0.0,61.3
16.1,90.0,High,Low,Yes,7.8,92.0,Medium,Yes,1.0,70.2
18.3,91.9,Medium,High,Yes,8.2,63.9,Medium,Yes,2.0,59.0
22.3,89.1,Low,Medium,Yes,6.2,50.4,Medium,Yes,1.0,56.6
27.4,96.6,High,Low,Yes,9.4,82.8,Medium,Yes,2.0,61.3
22.4,67.0,Medium,Medium,Yes,7.5,63.7,Medium,Yes,0.0,49.6
21.9,74.9,High,Low,No,7.6,81.3,Medium,Yes,2.0,62.9
13.9,63.5,Medium,Medium,No,8.4,51.4,Medium,No,1.0,47.6
15.2,85.4,Medium,Medium,No,9.0,91.7,Medium,Yes,1.0,59.4
30.4,99.6,,High,No,7.8,55.1,Medium,Yes,0.0,67.9
19.8,62.6,Medium,High,Yes,7.4,61.3,Medium,Yes,0.0,59.9
26.7,79.9,Medium,High,No,8.3,96.8,Medium,Yes,5.0,75.8
29.8,95.6,Medium,Medium,Yes,5.9,97.5,Medium,Yes,3.0,79.6
24.8,89.6,Low,Medium,Yes,6.4,55.1,Medium,Yes,0.0,52.5
18.9,82.8,High,Medium,Yes,7.2,63.7,Medium,Yes,0.0,59.6
20.4,79.1,High,High,No,7.3,80.1,Medium,Yes,1.0,59.7
26.3,70.4,Medium,High,No,6.8,94.4,Medium,Yes,1.0,73.7
26.2,66.3,High,Medium,No,8.0,83.5,Medium,,2.0,67.0
15.2,96.4,Low,High,No,7.0,58.7,Medium,Yes,0.0,53.6
19.1,64.7,Medium,High,No,10.0,54.5,Medium,Yes,0.0,46.3
15.8,87.7,Medium,High,Yes,8.2,61.8,Medium,Yes,1.0,44.6
15.2,64.0,Medium,Medium,No,7.8,78.6,Medium,No,1.0,44.3
10.9,77.4,Medium,Low,Yes,7.8,95.1,Medium,Yes,0.0,58.0
15.5,77.6,High,,Yes,6.9,97.2,Medium,Yes,1.0,65.2
20.8,95.5,Medium,Medium,Yes,6.9,78.2,Medium,Yes,2.0,63.0
19.3,99.4,High,Low,No,5.5,66.9,Medium,Yes,0.0,63.5
30.9,78.7,Medium,Medium,Yes,9.0,83.5,Medium,Yes,0.0,68.9
29.4,76.8,Medium,Low,Yes,6.3,90.0,Medium,Yes,1.0,59.4
25.0,60.2,Low,Medium,Yes,7.2,92.9,Medium,Yes,5.0,69.1
15.0,98.7,Medium,Low,No,7.6,68.3,Medium,Yes,1.0,55.0
22.9,88.5,Low,Medium,Yes,8.1,70.8,Medium,Yes,3.0,67.0
14.0,65.6,Medium,Medium,No,7.2,84.5,Medium,Yes,0.0,60.7
19.1,74.4,Medium,Medium,No,7.1,80.8,Medium,No,2.0,57.6
27.9,76.4,High,High,No,5.8,81.1,Medium,Yes,2.0,71.0
30.6,80.8,Low,Medium,No,8.0,73.6,Medium,Yes,2.0,70.1
17.3,74.9,Medium,Medium,Yes,7.6,80.0,Medium,Yes,2.0,55.0
24.0,92.9,Medium,High,No,5.3,50.7,Medium,Yes,1.0,56.6
20.4,80.7,Medium,Medium,No,7.7,93.1,Medium,Yes,2.0,70.1
20.4,89.7,Medium,Medium,No,4.5,69.7,Medium,Yes,6.0,75.0
30.9,96.4,Low,Low,Yes,9.1,93.7,Medium,Yes,3.0,78.8
35.5,84.4,High,Medium,Yes,8.2,90.2,Medium,Yes,4.0,74.1
27.9,89.8,Low,Medium,Yes,4.0,54.8,Medium,Yes,3.0,64.3
22.9,86.3,Medium,High,Yes,6.2,75.8,Medium,Yes,1.0,63.3
28.2,77.2,Medium,High,Yes,4.9,92.8,Medium,Yes,3.0,74.8
11.2,83.3,Medium,High,Yes,7.5,82.7,Medium,Yes,2.0,56.1
28.8,95.2,Medium,Low,No,6.6,86.2,Medium,Yes,4.0,70.2
23.1,88.1,Medium,Medium,No,8.0,70.9,Medium,Yes,3.0,61.3
20.8,92.8,High,High,No,7.7,97.0,Medium,Yes,1.0,74.3
25.1,81.7,Medium,Low,Yes,6.6,63.0,Medium,Yes,0.0,47.5
9.8,86.7,High,Low,No,7.1,77.7,Medium,Yes,2.0,51.0
14.3,82.0,Medium,Medium,No,6.0,71.8,Medium,Yes,1.0,57.0
14.6,82.2,Medium,High,Yes,6.5,73.8,Medium,Yes,2.0,55.6
23.5,66.8,Medium,Medium,Yes,8.5,98.8,Medium,Yes,1.0,66.0
19.5,67.2,Medium,Medium,Yes,5.9,59.3,Medium,Yes,1.0,47.5
35.9,63.5,Medium,Low,No,5.7,71.8,Medium,Yes,1.0,55.8
27.7,82.2,High,Medium,No,8.8,67.3,Medium,Yes,2.0,67.1
20.6,64.0,High,High,No,7.3,52.2,Medium,Yes,2.0,52.0
11.1,73.3,Medium,Medium,Yes,6.1,99.6,Medium,Yes,1.0,58.4
26.0,71.4,High,Low,No,7.9,55.9,Medium,Yes,0.0,51.7
19.5,79.8,High,Low,Yes,7.2,74.1,Medium,Yes,2.0,58.4
18.9,96.6,Medium,Medium,Yes,4.8,77.4,Medium,Yes,2.0,65.5
31.8,69.2,High,Medium,No,7.4,57.8,Medium,Yes,0.0,53.7
17.6,98.0,Medium,Medium,No,6.5,88.2,Medium,Yes,1.0,73.1
25.6,98.1,Medium,Low,No,9.5,73.0,Medium,Yes,4.0,71.5
25.2,98.9,Low,Medium,Yes,8.7,59.6,Medium,Yes,5.0,63.1
13.4,88.0,High,Low,No,6.6,97.6,Medium,Yes,0.0,61.2
18.0,98.2,Low,Medium,No,7.0,87.4,Medium,Yes,0.0,65.5
25.6,74.4,Medium,Medium,Yes,5.4,75.2,Medium,Yes,1.0,60.9
17.4,67.5,Medium,High,No,6.0,68.7,Medium,Yes,1.0,55.6
19.7,60.3,High,Medium,Yes,7.7,99.6,Medium,No,0.0,58.2
26.3,82.5,High,Medium,Yes,5.3,91.7,Medium,Yes,0.0,74.4
19.4,73.5,High,Medium,Yes,8.0,52.1,Medium,Yes,1.0,44.8
26.5,90.6,Medium,Medium,Yes,8.4,95.7,Medium,Yes,0.0,68.3
18.3,77.7,Medium,Medium,No,5.9,55.4,Medium,Yes,2.0,48.0
20.5,84.5,Medium,Low,Yes,6.2,89.7,Medium,Yes,2.0,69.3
22.4,62.7,High,Medium,Yes,8.3,97.7,Medium,Yes,1.0,66.2
23.1,80.0,Medium,Low,Yes,7.8,91.4,Medium,Yes,0.0,62.1
23.3,99.6,Low,High,Yes,9.5,93.1,Medium,Yes,0.0,66.6
31.2,68.6,Medium,Medium,No,9.4,84.1,Medium,Yes,0.0,61.7
16.1,83.8,Low,High,Yes,7.6,93.5,Medium,Yes,1.0,70.7
26.5,66.9,Medium,Low,No,5.8,89.1,Medium,Yes,2.0,67.6
3.4,85.0,Medium,Medium,Yes,6.5,58.7,Medium,Yes,1.0,44.5
23.5,66.2,Medium,Low,No,8.0,73.3,Medium,,0.0,51.7
3.1,92.4,Medium,Medium,No,7.7,52.5,Medium,Yes,3.0,39.3
33.0,73.9,High,Medium,Yes,7.3,52.0,Medium,Yes,1.0,55.2
17.6,62.2,High,Medium,Yes,8.8,61.8,Medium,Yes,0.0,46.7
18.1,68.3,Medium,High,Yes,8.1,65.5,Medium,Yes,2.0,47.6
12.1,84.7,Medium,Low,No,8.2,66.5,Medium,Yes,0.0,54.7
28.9,64.1,Medium,Medium,Yes,7.4,81.7,Medium,Yes,1.0,71.5
25.9,72.8,Medium,Medium,No,6.5,93.3,Medium,Yes,0.0,70.1
31.3,69.9,Medium,Medium,No,8.1,97.0,Medium,Yes,2.0,73.8
22.5,73.5,High,Medium,No,6.6,95.9,Medium,Yes,1.0,68.2
21.0,77.2,Medium,High,Yes,6.2,67.6,Medium,Yes,0.0,56.4
32.7,87.2,Low,Medium,Yes,6.6,63.8,Medium,Yes,0.0,63.5
13.6,87.9,High,Low,No,5.2,97.4,Medium,Yes,5.0,69.2
30.8,87.2,Medium,Low,No,7.3,67.4,Medium,Yes,2.0,64.1
27.4,99.0,Low,Medium,No,7.2,55.1,Medium,Yes,2.0,64.6
17.1,96.9,Low,High,Yes,8.5,59.6,Medium,No,1.0,63.2
,97.8,Low,Medium,Yes,8.2,63.8,Medium,Yes,1.0,53.3
22.3,92.8,Low,Medium,No,5.3,50.5,Medium,Yes,3.0,58.8
21.6,99.3,High,Low,No,5.3,95.6,Medium,Yes,2.0,72.8
12.0,62.3,Medium,High,Yes,4.8,65.2,Medium,Yes,1.0,46.5
22.8,62.4,Low,Low,Yes,7.0,85.5,Medium,Yes,2.0,61.3
19.3,95.0,High,Medium,Yes,7.1,73.4,Medium,Yes,1.0,62.7
20.0,89.1,Low,High,No,9.1,62.5,Medium,No,2.0,67.7
22.5,76.5,Low,Medium,No,8.0,80.0,Medium,Yes,1.0,65.4
16.9,62.6,High,High,Yes,6.9,75.1,Medium,Yes,1.0,52.6
18.8,99.8,Medium,Low,No,7.3,67.5,Medium,Yes,1.0,53.4
24.6,60.9,Low,High,No,6.9,80.3,Medium,Yes,0.0,57.6
22.5,74.9,Low,Medium,No,6.8,91.1,Medium,Yes,3.0,78.6
16.0,96.6,High,Medium,No,8.0,67.7,Medium,Yes,0.0,57.5
32.0,68.6,Medium,High,No,9.3,55.8,Medium,Yes,0.0,55.1
15.3,69.4,Low,Low,No,7.8,55.6,Medium,Yes,2.0,46.1
29.6,89.8,High,Medium,Yes,4.0,77.6,Medium,Yes,3.0,65.5
28.9,82.8,Medium,Low,Yes,8.0,94.5,Medium,Yes,0.0,71.1
12.8,95.2,Low,Low,Yes,9.2,96.8,Medium,Yes,3.0,68.0
17.1,89.9,Low,Medium,Yes,5.2,58.8,Medium,Yes,4.0,61.1
14.2,74.4,Medium,Low,No,6.9,68.2,Medium,Yes,2.0,51.4
17.9,95.8,Medium,Medium,,7.0,90.5,Medium,Yes,3.0,66.8
23.1,99.1,Low,High,Yes,8.5,60.7,Medium,Yes,1.0,59.5
24.6,69.0,Medium,High,Yes,5.3,92.2,Medium,Yes,1.0,72.8
21.1,71.2,Medium,High,No,8.5,54.4,Medium,Yes,1.0,44.3
26.2,66.8,Medium,Low,Yes,6.5,61.4,Medium,Yes,2.0,53.8
24.1,98.3,High,Low,Yes,5.8,78.3,Medium,Yes,0.0,63.3
16.9,72.9,High,Medium,No,9.5,86.4,Medium,Yes,2.0,59.7
27.3,77.0,Low,Low,Yes,7.4,95.2,Medium,Yes,2.0,70.5
22.4,98.1,High,Medium,Yes,4.9,66.4,Medium,Yes,0.0,59.2
23.5,72.3,High,Medium,Yes,7.2,85.9,Medium,Yes,4.0,66.5
28.2,84.4,High,Medium,No,7.2,53.6,Medium,Yes,1.0,55.2
22.5,88.7,Medium,Medium,No,8.6,88.7,Medium,Yes,1.0,75.6
16.4,82.0,High,High,Yes,8.3,76.6,Medium,Yes,0.0,56.6
28.3,81.0,Low,Medium,No,7.5,97.9,Medium,Yes,1.0,73.6
23.7,97.4,Medium,High,Yes,6.3,58.1,Medium,Yes,0.0,55.2
16.7,66.1,Medium,Low,Yes,6.7,88.2,Medium,Yes,0.0,60.5
20.1,94.8,Medium,High,No,7.4,79.2,Medium,Yes,2.0,74.7
15.7,91.1,High,Medium,Yes,6.0,94.7,Medium,No,1.0,68.9
16.9,76.4,High,Low,Yes,6.1,81.0,Medium,Yes,1.0,58.9
19.2,92.0,Medium,Medium,Yes,6.6,90.0,Medium,Yes,1.0,70.0
19.6,82.7,High,High,No,8.5,79.1,Medium,Yes,0.0,69.4
26.2,61.3,Medium,Medium,No,7.1,90.9,Medium,Yes,3.0,67.2
19.6,73.3,High,Medium,Yes,5.6,93.5,Medium,Yes,0.0,70.8
23.6,77.8,Low,Medium,Yes,7.7,57.9,Medium,Yes,2.0,57.4
25.5,65.2,Low,Medium,Yes,9.1,69.3,Medium,Yes,2.0,59.2
14.6,64.6,Low,High,No,4.8,76.2,Medium,Yes,2.0,58.8
13.1,97.3,Low,High,Yes,8.7,98.9,Medium,Yes,0.0,69.9
27.6,63.0,Medium,Medium,No,7.2,62.9,Medium,Yes,1.0,58.5
13.0,68.9,High,High,Yes,6.7,69.6,Medium,Yes,0.0,43.5
25.6,98.9,Low,Low,Yes,6.5,90.5,Medium,Yes,0.0,72.4
25.6,88.5,Medium,Low,No,6.4,72.0,Medium,Yes,0.0,68.3
25.8,67.0,Medium,Medium,Yes,7.4,98.2,Medium,Yes,2.0,71.5
14.4,80.7,Medium,High,Yes,6.8,59.9,Medium,Yes,2.0,49.9
18.1,88.8,Medium,Medium,No,8.6,66.4,Medium,Yes,1.0,52.4
16.8,88.6,Medium,High,No,6.8,68.9,Medium,Yes,1.0,52.2
24.7,98.8,Medium,Low,Yes,7.4,68.4,Medium,Yes,3.0,61.9
30.8,67.5,High,High,Yes,7.7,66.1,Medium,No,2.0,65.0
25.8,95.7,Medium,Low,Yes,8.0,95.1,Medium,Yes,0.0,75.9
16.8,83.2,High,High,Yes,7.4,90.2,Medium,Yes,2.0,69.8
33.5,87.0,,Medium,Yes,7.9,81.9,Medium,Yes,2.0,69.6
20.4,79.5,,High,Yes,9.0,85.9,Medium,Yes,1.0,59.6
19.7,82.9,High,Low,Yes,8.1,76.7,Medium,Yes,2.0,66.8
14.7,77.0,Low,Low,No,7.8,90.7,Medium,Yes,2.0,61.5
15.1,72.4,High,Medium,Yes,4.8,55.1,Medium,Yes,2.0,53.6
16.4,82.3,High,Medium,Yes,7.3,70.4,Medium,Yes,0.0,63.4
25.1,98.6,High,Medium,No,8.6,65.6,Medium,Yes,1.0,68.2
29.5,95.1,High,Medium,Yes,7.2,89.7,Medium,Yes,1.0,74.8
27.1,74.1,Low,High,Yes,6.1,81.5,Medium,Yes,3.0,68.3
30.3,85.0,Medium,Medium,Yes,5.9,97.4,Medium,Yes,0.0,79.6
8.8,97.4,Medium,Medium,Yes,7.6,88.2,Medium,Yes,1.0,57.4
28.4,92.9,High,Medium,Yes,6.7,88.7,Medium,Yes,2.0,77.0
18.5,81.9,Medium,Medium,No,7.3,82.7,Medium,Yes,2.0,64.0
22.6,71.3,Low,Medium,No,7.4,74.3,Medium,Yes,1.0,56.9
33.4,66.6,Medium,High,Yes,7.0,74.4,Medium,Yes,3.0,66.2
17.9,68.3,Medium,Medium,Yes,7.7,95.4,Medium,Yes,1.0,62.0
24.6,76.7,Medium,Medium,Yes,7.9,87.7,Medium,Yes,2.0,69.8
22.0,99.3,Medium,Medium,No,7.2,69.2,Medium,Yes,1.0,61.7
14.3,74.0,High,Low,No,7.9,54.5,Medium,Yes,0.0,39.3
21.2,80.5,Medium,Low,No,7.0,73.1,Medium,No,0.0,60.3
5.5,,Medium,High,No,10.0,89.7,Medium,Yes,1.0,51.4
21.8,77.3,,Medium,No,5.3,86.6,Medium,Yes,0.0,59.5
26.1,69.5,Medium,Medium,No,7.5,55.4,Medium,Yes,2.0,56.1
20.9,97.6,High,Low,No,6.4,72.5,Medium,Yes,1.0,66.4
26.8,70.9,High,Low,,5.3,75.4,Medium,Yes,1.0,61.7
19.7,80.1,Medium,Medium,No,8.0,67.4,Medium,Yes,2.0,57.8
26.9,75.6,Medium,Low,Yes,5.8,63.3,Medium,Yes,2.0,60.2
18.0,72.7,High,Medium,Yes,5.5,61.7,Medium,Yes,2.0,57.9
24.3,69.2,High,Low,No,6.6,82.2,Medium,Yes,1.0,54.8
18.3,69.6,Medium,Low,Yes,7.2,53.1,Medium,Yes,3.0,47.8
25.2,67.4,High,Medium,No,6.3,88.2,Medium,Yes,1.0,64.2
25.7,87.1,Medium,High,No,7.8,59.5,Medium,Yes,2.0,51.6
23.1,72.2,Low,Medium,Yes,8.5,60.4,Medium,Yes,2.0,64.5
24.3,95.2,High,Medium,Yes,7.9,89.3,Medium,Yes,2.0,68.7
7.3,89.6,Medium,Medium,,6.3,51.0,Medium,Yes,1.0,42.1
23.3,78.0,Medium,High,Yes,5.2,58.8,Medium,Yes,2.0,46.6
15.1,60.1,Medium,Medium,Yes,6.8,89.4,Medium,No,2.0,50.9
24.2,67.7,Medium,Medium,Yes,6.6,50.4,Medium,Yes,2.0,50.9
14.9,87.0,Medium,High,Yes,9.9,55.7,Medium,Yes,1.0,52.5
20.9,64.9,Low,High,No,7.9,72.9,Medium,Yes,0.0,58.0
25.9,96.1,Medium,Medium,Yes,8.8,80.9,Medium,Yes,0.0,67.8
20.0,85.0,Medium,High,Yes,7.4,95.1,Medium,Yes,4.0,73.9
28.6,62.1,Medium,Medium,No,7.7,93.4,Medium,Yes,3.0,66.5
12.2,89.3,,Low,Yes,7.6,84.1,Medium,Yes,1.0,54.4
13.3,61.8,High,Medium,Yes,8.2,67.7,Medium,Yes,4.0,51.9
24.8,92.9,High,Medium,Yes,7.3,92.1,Medium,Yes,4.0,74.4
15.7,92.3,High,Medium,Yes,8.5,55.3,Medium,Yes,2.0,52.5
13.8,60.3,Medium,High,Yes,9.0,70.4,Medium,Yes,2.0,52.4
26.0,93.6,Medium,Medium,Yes,6.2,82.3,Medium,Yes,4.0,77.1
13.6,86.8,High,High,No,5.7,70.2,Medium,Yes,2.0,65.7
17.4,90.9,Medium,Medium,Yes,6.4,90.9,Medium,Yes,1.0,67.7
27.4,78.2,Medium,Low,Yes,6.7,51.9,Medium,Yes,2.0,56.4
20.3,89.1,High,Medium,No,7.4,58.0,Medium,Yes,1.0,51.5
29.4,97.1,High,Medium,No,8.5,60.7,Medium,Yes,1.0,64.7
22.9,72.9,High,Low,Yes,4.4,63.6,Medium,Yes,0.0,46.6
24.8,98.8,Medium,Low,No,5.8,90.5,Medium,Yes,2.0,72.4
11.4,64.0,Medium,,No,7.7,77.8,Medium,No,3.0,63.1
18.6,90.5,Medium,High,Yes,6.7,86.8,Medium,Yes,1.0,66.3
15.5,62.1,High,High,No,9.3,68.2,Medium,Yes,4.0,52.1
14.7,78.0,High,High,No,7.7,62.9,Medium,Yes,1.0,54.0
17.6,87.3,Medium,High,Yes,6.5,83.2,Medium,No,2.0,69.4
15.6,65.5,Medium,High,Yes,6.2,66.2,Medium,Yes,1.0,53.1
20.6,97.5,Medium,High,Yes,6.6,71.1,Medium,No,2.0,67.1
25.1,69.7,Medium,High,Yes,6.5,59.7,Medium,Yes,0.0,54.6
21.4,93.8,Medium,Medium,Yes,9.6,93.2,Medium,Yes,1.0,68.0
23.9,95.6,High,High,Yes,6.4,83.5,Medium,Yes,3.0,73.3
19.8,97.8,Medium,Medium,No,6.9,84.7,Medium,Yes,0.0,62.8
21.1,88.3,Medium,High,No,6.9,96.7,Medium,No,2.0,74.1
21.2,65.8,High,Medium,Yes,8.3,60.7,Medium,Yes,1.0,55.1
20.1,76.5,High,High,No,8.0,66.8,Medium,Yes,0.0,56.5
19.9,61.0,Medium,Medium,Yes,6.9,58.9,Medium,Yes,0.0,49.9
6.6,72.8,High,High,No,6.2,53.9,Medium,Yes,2.0,41.9
18.5,,High,Medium,No,7.3,80.6,Medium,Yes,1.0,62.1
23.9,78.3,Medium,High,No,8.0,99.5,Medium,Yes,4.0,74.2
21.5,73.0,Low,Low,Yes,6.8,71.7,Medium,Yes,2.0,52.3
19.6,91.1,Low,Low,Yes,4.2,53.5,Medium,Yes,0.0,48.8
21.7,65.2,Medium,Medium,Yes,5.4,63.4,Medium,,1.0,54.4
19.7,86.8,Medium,Low,No,6.0,99.3,Medium,No,1.0,60.7
31.6,70.1,Medium,Low,Yes,9.4,98.3,Medium,Yes,3.0,77.1
13.0,79.4,Low,Medium,Yes,7.7,66.6,Medium,Yes,1.0,56.7
29.2,60.4,Medium,Medium,Yes,5.7,96.6,Medium,Yes,1.0,71.5
23.1,82.2,Medium,Medium,Yes,6.9,60.4,Medium,Yes,2.0,59.9
15.2,69.3,High,Medium,Yes,6.7,62.9,Medium,Yes,2.0,51.1
17.0,70.6,High,Low,Yes,6.4,61.1,Medium,Yes,3.0,49.7
14.0,78.6,Medium,Low,Yes,6.3,62.1,Medium,Yes,1.0,48.1
21.2,79.7,High,High,No,8.3,85.2,Medium,Yes,1.0,67.3
14.5,81.3,Low,High,No,7.8,55.1,Medium,Yes,0.0,42.2
23.4,69.1,High,Medium,Yes,6.3,88.1,Medium,Yes,0.0,64.7
18.2,63.7,Low,Medium,Yes,8.1,61.7,Medium,Yes,,53.9
21.6,97.9,Medium,Low,Yes,6.8,88.4,Medium,Yes,1.0,69.1
26.4,91.4,Low,High,Yes,6.9,93.0,Medium,No,0.0,76.7
21.9,86.4,Medium,High,Yes,6.7,56.6,Medium,Yes,0.0,58.2
26.4,93.4,High,Medium,Yes,7.4,69.0,Medium,No,1.0,66.4
21.9,64.0,High,High,No,6.4,97.9,Medium,Yes,1.0,72.7
16.9,84.1,Medium,High,No,6.5,64.5,Medium,Yes,0.0,58.4
18.9,71.2,High,High,Yes,6.8,70.0,Medium,Yes,2.0,55.6
22.2,71.0,High,Medium,Yes,9.1,71.7,Medium,Yes,0.0,56.8
12.6,65.5,Low,Low,Yes,7.1,56.6,Medium,Yes,0.0,35.9
21.6,82.5,High,High,No,7.1,51.4,Medium,Yes,1.0,50.6
31.6,84.6,High,High,Yes,,96.5,Medium,Yes,0.0,70.8
28.5,67.6,Medium,Low,Yes,8.8,84.4,Medium,Yes,0.0,58.8
16.8,95.5,Medium,Medium,Yes,8.5,66.2,Medium,Yes,1.0,51.9
19.9,89.9,High,Medium,No,7.3,72.8,Medium,Yes,2.0,72.9
17.9,66.7,Medium,Medium,Yes,5.6,90.5,Medium,Yes,5.0,68.1
19.1,68.3,High,,Yes,6.9,88.8,Medium,Yes,0.0,67.1
13.1,71.4,Medium,Medium,Yes,6.6,90.4,Medium,Yes,2.0,56.3
11.0,71.8,Low,Low,Yes,6.7,81.3,Medium,Yes,0.0,48.0
21.9,88.4,High,,No,7.6,99.3,Medium,Yes,1.0,73.8
16.4,95.3,Medium,Medium,No,8.0,82.2,Medium,Yes,1.0,62.4
19.1,89.0,Medium,High,No,8.1,87.0,Medium,Yes,1.0,60.0
13.2,72.9,High,High,Yes,7.2,76.7,Medium,Yes,2.0,54.6
17.3,79.0,High,Medium,No,8.5,81.7,Medium,Yes,0.0,63.9
25.4,87.2,High,Medium,Yes,8.1,76.7,Medium,Yes,3.0,73.2
33.4,95.1,High,High,Yes,6.8,62.5,Medium,Yes,3.0,70.0
13.7,69.8,Low,High,No,7.7,97.8,Medium,Yes,1.0,63.2
20.1,81.8,Low,Medium,Yes,9.1,81.9,Medium,Yes,1.0,57.5
25.4,74.0,Medium,High,Yes,7.9,61.4,Medium,Yes,2.0,60.9
13.1,80.4,Low,Medium,No,7.0,92.1,Medium,Yes,0.0,68.6
29.7,75.8,Medium,Low,No,6.1,67.1,Medium,Yes,0.0,62.5
17.2,77.7,High,Low,Yes,7.4,83.2,Medium,Yes,0.0,67.1
